"","Country","Year","Area","Metier","Gear","Vessel_length","kw_days","Days_at_sea","FU","lvl4"
"899","BEL",2013,"27.7.e","MIS_MIS_0_0_0_HC","MIS","10<24",438,2,NA,"MIS_MIS"
"900","BEL",2013,"27.7.e","SSC_DEF_70-99_0_0_all","SSC","24<40",26250,25,NA,"SSC_DEF"
"901","BEL",2013,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","10<24",442,2,NA,"TBB_DEF"
"902","BEL",2013,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","24<40",131464,128,NA,"TBB_DEF"
"903","BEL",2013,"27.7.e","OTB_CRU_70-99_0_0_all","OTB","24<40",13764,14,NA,"OTB_CRU"
"904","BEL",2013,"27.7.e","SSC_DEF_70-99_0_0_all","SSC","24<40",7642,8,NA,"SSC_DEF"
"905","BEL",2013,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","24<40",64464,62,NA,"TBB_DEF"
"906","BEL",2013,"27.7.e","OTB_CRU_70-99_0_0_all","OTB","24<40",8282,10,NA,"OTB_CRU"
"907","BEL",2013,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","24<40",29108,36,NA,"TBB_DEF"
"908","BEL",2013,"27.7.e","MIS_MIS_0_0_0_HC","MIS","24<40",2362,2,NA,"MIS_MIS"
"909","BEL",2013,"27.7.e","OTB_CRU_70-99_0_0_all","OTB","24<40",8181,9,NA,"OTB_CRU"
"910","BEL",2013,"27.7.e","SSC_DEF_70-99_0_0_all","SSC","24<40",4560,13,NA,"SSC_DEF"
"911","BEL",2013,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","10<24",1105,5,NA,"TBB_DEF"
"912","BEL",2013,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","24<40",58407,57,NA,"TBB_DEF"
"913","NLD",2014,"27.7.b","OTM_DEF","OTM",">=40",587930,92,NA,"OTM_DEF"
"914","NLD",2014,"27.7.c","OTM_DEF","OTM",">=40",163497,23,NA,"OTM_DEF"
"915","NLD",2014,"27.7.e","OTM_DEF","OTM",">=40",190218,29,NA,"OTM_DEF"
"916","NLD",2014,"27.7.h","OTM_DEF","OTM",">=40",110237,18,NA,"OTM_DEF"
"917","NLD",2014,"27.7.j","OTM_DEF","OTM",">=40",301826,54,NA,"OTM_DEF"
"918","NLD",2014,"27.7.k","OTM_DEF","OTM",">=40",10105,1,NA,"OTM_DEF"
"919","NLD",2014,"27.7.e","SSC_DEF_70-99_0_0","SSC","24<40",6091,9,NA,"SSC_DEF"
"920","NLD",2014,"27.7.b","OTM_DEF","OTM",">=40",9779,1,NA,"OTM_DEF"
"921","NLD",2014,"27.7.e","OTM_DEF","OTM",">=40",7159,2,NA,"OTM_DEF"
"922","NLD",2014,"27.7.j","OTM_DEF","OTM",">=40",201344,39,NA,"OTM_DEF"
"923","NLD",2014,"27.7.b","OTM_DEF","OTM",">=40",8737,1,NA,"OTM_DEF"
"924","NLD",2014,"27.7.e","OTM_DEF","OTM",">=40",103299,19,NA,"OTM_DEF"
"925","NLD",2014,"27.7.j","OTM_DEF","OTM",">=40",8737,1,NA,"OTM_DEF"
"926","NLD",2014,"27.7.j","SSC_DEF_70-99_0_0","SSC","24<40",313,1,NA,"SSC_DEF"
"927","NLD",2014,"27.7.b","OTM_DEF","OTM",">=40",337710,40,NA,"OTM_DEF"
"928","NLD",2014,"27.7.e","OTM_DEF","OTM",">=40",173466,26,NA,"OTM_DEF"
"929","NLD",2014,"27.7.g","OTM_DEF","OTM",">=40",54956,8,NA,"OTM_DEF"
"930","NLD",2014,"27.7.h","OTM_DEF","OTM",">=40",8138,1,NA,"OTM_DEF"
"931","NLD",2014,"27.7.j","OTM_DEF","OTM",">=40",8138,1,NA,"OTM_DEF"
"932","NLD",2014,"27.7.e","SSC_DEF_70-99_0_0","SSC","24<40",2658,4,NA,"SSC_DEF"
"933","BEL",2014,"27.7","MIS_MIS_0_0_0_HC","MIS","10<24",11607,53,"outFU","MIS_MIS"
"934","BEL",2014,"27.7","MIS_MIS_0_0_0_HC","MIS","24<40",80308,68,"outFU","MIS_MIS"
"935","BEL",2014,"27.7","GTR_DEF_all_0_0_all","GTR","10<24",10764,18,"outFU","GTR_DEF"
"936","BEL",2014,"27.7","OTB_CRU_70-99_0_0_all","OTB","10<24",221,1,"outFU","OTB_CRU"
"937","BEL",2014,"27.7","OTB_CRU_70-99_0_0_all","OTB","24<40",551,1,"outFU","OTB_CRU"
"938","BEL",2014,"27.7.fghj","OTB_CRU_70-99_0_0_all","OTB","24<40",551,1,"21","OTB_CRU"
"939","BEL",2014,"27.7.g","OTB_CRU_70-99_0_0_all","OTB","24<40",19285,35,"22","OTB_CRU"
"940","BEL",2014,"27.7","MIS_MIS_0_0_0_HC","MIS","24<40",4800,4,"outFU","MIS_MIS"
"941","BEL",2014,"27.7","SSC_DEF_70-99_0_0_all","SSC","24<40",91894,92,"outFU","SSC_DEF"
"942","BEL",2014,"27.7","TBB_DEF_70-99_0_0_all","TBB","10<24",124294,563,"outFU","TBB_DEF"
"943","BEL",2014,"27.7","TBB_DEF_70-99_0_0_all","TBB","24<40",1692451,1651,"outFU","TBB_DEF"
"944","BEL",2014,"27.7.fghj","TBB_DEF_70-99_0_0_all","TBB","24<40",7200,6,"21","TBB_DEF"
"945","BEL",2014,"27.7.g","TBB_DEF_70-99_0_0_all","TBB","24<40",107867,97,"22","TBB_DEF"
"946","BEL",2014,"27.7","MIS_MIS_0_0_0_HC","MIS","10<24",5694,26,"outFU","MIS_MIS"
"947","BEL",2014,"27.7","MIS_MIS_0_0_0_HC","MIS","24<40",83851,71,"outFU","MIS_MIS"
"948","BEL",2014,"27.7","GTR_DEF_all_0_0_all","GTR","10<24",10166,17,"outFU","GTR_DEF"
"949","BEL",2014,"27.7","OTB_CRU_70-99_0_0_all","OTB","10<24",1989,9,"outFU","OTB_CRU"
"950","BEL",2014,"27.7.g","OTB_CRU_70-99_0_0_all","OTB","10<24",1768,8,"22","OTB_CRU"
"951","BEL",2014,"27.7","OTB_CRU_70-99_0_0_all","OTB","24<40",38901,42,"outFU","OTB_CRU"
"952","BEL",2014,"27.7.fghj","OTB_CRU_70-99_0_0_all","OTB","24<40",551,1,"21","OTB_CRU"
"953","BEL",2014,"27.7.g","OTB_CRU_70-99_0_0_all","OTB","24<40",66432,97,"22","OTB_CRU"
"954","BEL",2014,"27.7","SSC_DEF_70-99_0_0_all","SSC","24<40",17806,18,"outFU","SSC_DEF"
"955","BEL",2014,"27.7","TBB_DEF_70-99_0_0_all","TBB","10<24",61796,280,"outFU","TBB_DEF"
"956","BEL",2014,"27.7.g","TBB_DEF_70-99_0_0_all","TBB","10<24",221,1,"22","TBB_DEF"
"957","BEL",2014,"27.7","TBB_DEF_70-99_0_0_all","TBB","24<40",810596,807,"outFU","TBB_DEF"
"958","BEL",2014,"27.7.agj","TBB_DEF_70-99_0_0_all","TBB","24<40",5652,6,"19","TBB_DEF"
"959","BEL",2014,"27.7.fghj","TBB_DEF_70-99_0_0_all","TBB","24<40",13090,13,"21","TBB_DEF"
"960","BEL",2014,"27.7.g","TBB_DEF_70-99_0_0_all","TBB","24<40",204372,205,"22","TBB_DEF"
"961","BEL",2014,"27.7","MIS_MIS_0_0_0_HC","MIS","24<40",90937,77,"outFU","MIS_MIS"
"962","BEL",2014,"27.7","GTR_DEF_all_0_0_all","GTR","10<24",11362,19,"outFU","GTR_DEF"
"963","BEL",2014,"27.7","OTB_CRU_70-99_0_0_all","OTB","24<40",60543,71,"outFU","OTB_CRU"
"964","BEL",2014,"27.7.agj","OTB_CRU_70-99_0_0_all","OTB","24<40",7893,8,"19","OTB_CRU"
"965","BEL",2014,"27.7.fghj","OTB_CRU_70-99_0_0_all","OTB","24<40",551,1,"21","OTB_CRU"
"966","BEL",2014,"27.7.g","OTB_CRU_70-99_0_0_all","OTB","24<40",61641,80,"22","OTB_CRU"
"967","BEL",2014,"27.7","SSC_DEF_100-119_0_0_all","SSC","24<40",929,1,"outFU","SSC_DEF"
"968","BEL",2014,"27.7","SSC_DEF_70-99_0_0_all","SSC","24<40",13935,15,"outFU","SSC_DEF"
"969","BEL",2014,"27.7","TBB_CRU_16-31_0_0_all","TBB","24<40",1200,1,"outFU","TBB_CRU"
"970","BEL",2014,"27.7.g","TBB_CRU_16-31_0_0_all","TBB","24<40",2400,2,"22","TBB_CRU"
"971","BEL",2014,"27.7","TBB_DEF_70-99_0_0_all","TBB","10<24",42874,194,"outFU","TBB_DEF"
"972","BEL",2014,"27.7","TBB_DEF_70-99_0_0_all","TBB","24<40",267453,273,"outFU","TBB_DEF"
"974","BEL",2014,"27.7.fghj","TBB_DEF_70-99_0_0_all","TBB","24<40",5634,5,"21","TBB_DEF"
"975","BEL",2014,"27.7.g","TBB_DEF_70-99_0_0_all","TBB","24<40",232755,232,"22","TBB_DEF"
"976","BEL",2014,"27.7","MIS_MIS_0_0_0_HC","MIS","10<24",16461,75,"outFU","MIS_MIS"
"977","BEL",2014,"27.7","MIS_MIS_0_0_0_HC","MIS","24<40",44878,38,"outFU","MIS_MIS"
"978","BEL",2014,"27.7","GTR_DEF_all_0_0_all","GTR","10<24",12558,21,"outFU","GTR_DEF"
"979","BEL",2014,"27.7","OTB_CRU_70-99_0_0_all","OTB","10<24",663,3,"outFU","OTB_CRU"
"980","BEL",2014,"27.7","OTB_CRU_70-99_0_0_all","OTB","24<40",11660,20,"outFU","OTB_CRU"
"981","BEL",2014,"27.7.g","OTB_CRU_70-99_0_0_all","OTB","24<40",7163,13,"22","OTB_CRU"
"982","BEL",2014,"27.7","SSC_DEF_100-119_0_0_all","SSC","24<40",1858,2,"outFU","SSC_DEF"
"983","BEL",2014,"27.7","SSC_DEF_70-99_0_0_all","SSC","24<40",70799,66,"outFU","SSC_DEF"
"984","BEL",2014,"27.7","TBB_DEF_70-99_0_0_all","TBB","10<24",77669,352,"outFU","TBB_DEF"
"985","BEL",2014,"27.7","TBB_DEF_70-99_0_0_all","TBB","24<40",549456,562,"outFU","TBB_DEF"
"986","BEL",2014,"27.7.agj","TBB_DEF_70-99_0_0_all","TBB","24<40",834,1,"19","TBB_DEF"
"987","BEL",2014,"27.7.fghj","TBB_DEF_70-99_0_0_all","TBB","24<40",942,1,"21","TBB_DEF"
"988","BEL",2014,"27.7.g","TBB_DEF_70-99_0_0_all","TBB","24<40",89874,85,"22","TBB_DEF"
"989","BEL",2014,"27.7.e","MIS_MIS_0_0_0_HC","MIS","24<40",4724,4,NA,"MIS_MIS"
"990","BEL",2014,"27.7.f","OTB_CRU_70-99_0_0_all","OTB","24<40",551,1,NA,"OTB_CRU"
"991","BEL",2014,"27.7.g","OTB_CRU_70-99_0_0_all","OTB","24<40",19836,36,NA,"OTB_CRU"
"992","BEL",2014,"27.7.e","SSC_DEF_70-99_0_0_all","SSC","24<40",1200,1,NA,"SSC_DEF"
"993","BEL",2014,"27.7.f","TBB_DEF_70-99_0_0_all","TBB","10<24",7735,35,NA,"TBB_DEF"
"994","BEL",2014,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","24<40",27909,27,NA,"TBB_DEF"
"995","BEL",2014,"27.7.f","TBB_DEF_70-99_0_0_all","TBB","24<40",428990,376,NA,"TBB_DEF"
"996","BEL",2014,"27.7.g","TBB_DEF_70-99_0_0_all","TBB","24<40",115067,103,NA,"TBB_DEF"
"997","BEL",2014,"27.7.h","TBB_DEF_70-99_0_0_all","TBB","24<40",2150,2,NA,"TBB_DEF"
"998","BEL",2014,"27.7.e","MIS_MIS_0_0_0_HC","MIS","24<40",51964,44,NA,"MIS_MIS"
"999","BEL",2014,"27.7.h","MIS_MIS_0_0_0_HC","MIS","24<40",10629,9,NA,"MIS_MIS"
"1000","BEL",2014,"27.7.f","OTB_CRU_70-99_0_0_all","OTB","10<24",1989,9,NA,"OTB_CRU"
"1001","BEL",2014,"27.7.g","OTB_CRU_70-99_0_0_all","OTB","10<24",1768,8,NA,"OTB_CRU"
"1002","BEL",2014,"27.7.e","OTB_CRU_70-99_0_0_all","OTB","24<40",10885,11,NA,"OTB_CRU"
"1003","BEL",2014,"27.7.f","OTB_CRU_70-99_0_0_all","OTB","24<40",28016,31,NA,"OTB_CRU"
"1004","BEL",2014,"27.7.g","OTB_CRU_70-99_0_0_all","OTB","24<40",66983,98,NA,"OTB_CRU"
"1005","BEL",2014,"27.7.f","TBB_DEF_70-99_0_0_all","TBB","10<24",17187,78,NA,"TBB_DEF"
"1006","BEL",2014,"27.7.g","TBB_DEF_70-99_0_0_all","TBB","10<24",221,1,NA,"TBB_DEF"
"1007","BEL",2014,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","24<40",42260,46,NA,"TBB_DEF"
"1008","BEL",2014,"27.7.f","TBB_DEF_70-99_0_0_all","TBB","24<40",521303,494,NA,"TBB_DEF"
"1009","BEL",2014,"27.7.g","TBB_DEF_70-99_0_0_all","TBB","24<40",217946,218,NA,"TBB_DEF"
"1010","BEL",2014,"27.7.h","TBB_DEF_70-99_0_0_all","TBB","24<40",7812,9,NA,"TBB_DEF"
"1011","BEL",2014,"27.7.e","MIS_MIS_0_0_0_HC","MIS","24<40",30706,26,NA,"MIS_MIS"
"1012","BEL",2014,"27.7.f","MIS_MIS_0_0_0_HC","MIS","24<40",33068,28,NA,"MIS_MIS"
"1013","BEL",2014,"27.7.h","MIS_MIS_0_0_0_HC","MIS","24<40",27163,23,NA,"MIS_MIS"
"1014","BEL",2014,"27.7.e","OTB_CRU_70-99_0_0_all","OTB","24<40",13970,19,NA,"OTB_CRU"
"1015","BEL",2014,"27.7.f","OTB_CRU_70-99_0_0_all","OTB","24<40",43578,47,NA,"OTB_CRU"
"1016","BEL",2014,"27.7.g","OTB_CRU_70-99_0_0_all","OTB","24<40",68192,86,NA,"OTB_CRU"
"1017","BEL",2014,"27.7.g","TBB_CRU_16-31_0_0_all","TBB","24<40",2400,2,NA,"TBB_CRU"
"1018","BEL",2014,"27.7.h","TBB_CRU_16-31_0_0_all","TBB","24<40",1200,1,NA,"TBB_CRU"
"1019","BEL",2014,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","10<24",442,2,NA,"TBB_DEF"
"1020","BEL",2014,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","24<40",21572,24,NA,"TBB_DEF"
"1021","BEL",2014,"27.7.f","TBB_DEF_70-99_0_0_all","TBB","24<40",79422,74,NA,"TBB_DEF"
"1022","BEL",2014,"27.7.g","TBB_DEF_70-99_0_0_all","TBB","24<40",233955,233,NA,"TBB_DEF"
"1023","BEL",2014,"27.7.h","TBB_DEF_70-99_0_0_all","TBB","24<40",10913,12,NA,"TBB_DEF"
"1024","BEL",2014,"27.7.e","MIS_MIS_0_0_0_HC","MIS","24<40",8267,7,NA,"MIS_MIS"
"1025","BEL",2014,"27.7.e","OTB_CRU_70-99_0_0_all","OTB","24<40",5510,10,NA,"OTB_CRU"
"1026","BEL",2014,"27.7.g","OTB_CRU_70-99_0_0_all","OTB","24<40",7163,13,NA,"OTB_CRU"
"1027","BEL",2014,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","24<40",51338,49,NA,"TBB_DEF"
"1028","BEL",2014,"27.7.f","TBB_DEF_70-99_0_0_all","TBB","24<40",61496,59,NA,"TBB_DEF"
"1029","BEL",2014,"27.7.g","TBB_DEF_70-99_0_0_all","TBB","24<40",90816,86,NA,"TBB_DEF"
"1031","BEL",2014,"27.7.e","MIS_MIS_0_0_0_HC","MIS","24<40",4724,4,NA,"MIS_MIS"
"1032","BEL",2014,"27.7.f","OTB_CRU_70-99_0_0_all","OTB","24<40",551,1,NA,"OTB_CRU"
"1033","BEL",2014,"27.7.g","OTB_CRU_70-99_0_0_all","OTB","24<40",19836,36,NA,"OTB_CRU"
"1034","BEL",2014,"27.7.e","SSC_DEF_70-99_0_0_all","SSC","24<40",1200,1,NA,"SSC_DEF"
"1035","BEL",2014,"27.7.f","TBB_DEF_70-99_0_0_all","TBB","10<24",7735,35,NA,"TBB_DEF"
"1036","BEL",2014,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","24<40",27909,27,NA,"TBB_DEF"
"1037","BEL",2014,"27.7.f","TBB_DEF_70-99_0_0_all","TBB","24<40",428990,376,NA,"TBB_DEF"
"1038","BEL",2014,"27.7.g","TBB_DEF_70-99_0_0_all","TBB","24<40",115067,103,NA,"TBB_DEF"
"1039","BEL",2014,"27.7.h","TBB_DEF_70-99_0_0_all","TBB","24<40",2150,2,NA,"TBB_DEF"
"1040","BEL",2014,"27.7.e","MIS_MIS_0_0_0_HC","MIS","24<40",51964,44,NA,"MIS_MIS"
"1041","BEL",2014,"27.7.h","MIS_MIS_0_0_0_HC","MIS","24<40",10629,9,NA,"MIS_MIS"
"1042","BEL",2014,"27.7.f","OTB_CRU_70-99_0_0_all","OTB","10<24",1989,9,NA,"OTB_CRU"
"1043","BEL",2014,"27.7.g","OTB_CRU_70-99_0_0_all","OTB","10<24",1768,8,NA,"OTB_CRU"
"1044","BEL",2014,"27.7.e","OTB_CRU_70-99_0_0_all","OTB","24<40",10885,11,NA,"OTB_CRU"
"1045","BEL",2014,"27.7.f","OTB_CRU_70-99_0_0_all","OTB","24<40",28016,31,NA,"OTB_CRU"
"1046","BEL",2014,"27.7.g","OTB_CRU_70-99_0_0_all","OTB","24<40",66983,98,NA,"OTB_CRU"
"1047","BEL",2014,"27.7.f","TBB_DEF_70-99_0_0_all","TBB","10<24",17187,78,NA,"TBB_DEF"
"1048","BEL",2014,"27.7.g","TBB_DEF_70-99_0_0_all","TBB","10<24",221,1,NA,"TBB_DEF"
"1049","BEL",2014,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","24<40",42260,46,NA,"TBB_DEF"
"1050","BEL",2014,"27.7.f","TBB_DEF_70-99_0_0_all","TBB","24<40",521303,494,NA,"TBB_DEF"
"1051","BEL",2014,"27.7.g","TBB_DEF_70-99_0_0_all","TBB","24<40",217946,218,NA,"TBB_DEF"
"1052","BEL",2014,"27.7.h","TBB_DEF_70-99_0_0_all","TBB","24<40",7812,9,NA,"TBB_DEF"
"1053","BEL",2014,"27.7.e","MIS_MIS_0_0_0_HC","MIS","24<40",30706,26,NA,"MIS_MIS"
"1054","BEL",2014,"27.7.f","MIS_MIS_0_0_0_HC","MIS","24<40",33068,28,NA,"MIS_MIS"
"1055","BEL",2014,"27.7.h","MIS_MIS_0_0_0_HC","MIS","24<40",27163,23,NA,"MIS_MIS"
"1056","BEL",2014,"27.7.e","OTB_CRU_70-99_0_0_all","OTB","24<40",13970,19,NA,"OTB_CRU"
"1057","BEL",2014,"27.7.f","OTB_CRU_70-99_0_0_all","OTB","24<40",43578,47,NA,"OTB_CRU"
"1058","BEL",2014,"27.7.g","OTB_CRU_70-99_0_0_all","OTB","24<40",68192,86,NA,"OTB_CRU"
"1059","BEL",2014,"27.7.g","TBB_CRU_16-31_0_0_all","TBB","24<40",2400,2,NA,"TBB_CRU"
"1060","BEL",2014,"27.7.h","TBB_CRU_16-31_0_0_all","TBB","24<40",1200,1,NA,"TBB_CRU"
"1061","BEL",2014,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","10<24",442,2,NA,"TBB_DEF"
"1062","BEL",2014,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","24<40",21572,24,NA,"TBB_DEF"
"1063","BEL",2014,"27.7.f","TBB_DEF_70-99_0_0_all","TBB","24<40",79422,74,NA,"TBB_DEF"
"1064","BEL",2014,"27.7.g","TBB_DEF_70-99_0_0_all","TBB","24<40",233955,233,NA,"TBB_DEF"
"1065","BEL",2014,"27.7.h","TBB_DEF_70-99_0_0_all","TBB","24<40",10913,12,NA,"TBB_DEF"
"1066","BEL",2014,"27.7.e","MIS_MIS_0_0_0_HC","MIS","24<40",8267,7,NA,"MIS_MIS"
"1067","BEL",2014,"27.7.e","OTB_CRU_70-99_0_0_all","OTB","24<40",5510,10,NA,"OTB_CRU"
"1068","BEL",2014,"27.7.g","OTB_CRU_70-99_0_0_all","OTB","24<40",7163,13,NA,"OTB_CRU"
"1069","BEL",2014,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","24<40",51338,49,NA,"TBB_DEF"
"1070","BEL",2014,"27.7.f","TBB_DEF_70-99_0_0_all","TBB","24<40",61496,59,NA,"TBB_DEF"
"1071","BEL",2014,"27.7.g","TBB_DEF_70-99_0_0_all","TBB","24<40",90816,86,NA,"TBB_DEF"
"1073","BEL",2014,"27.7.e","MIS_MIS_0_0_0_HC","MIS","24<40",4724,4,NA,"MIS_MIS"
"1074","BEL",2014,"27.7.e","SSC_DEF_70-99_0_0_all","SSC","24<40",1200,1,NA,"SSC_DEF"
"1075","BEL",2014,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","24<40",27909,27,NA,"TBB_DEF"
"1076","BEL",2014,"27.7.e","MIS_MIS_0_0_0_HC","MIS","24<40",51964,44,NA,"MIS_MIS"
"1077","BEL",2014,"27.7.e","OTB_CRU_70-99_0_0_all","OTB","24<40",10885,11,NA,"OTB_CRU"
"1078","BEL",2014,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","24<40",42260,46,NA,"TBB_DEF"
"1079","BEL",2014,"27.7.e","MIS_MIS_0_0_0_HC","MIS","24<40",30706,26,NA,"MIS_MIS"
"1080","BEL",2014,"27.7.e","OTB_CRU_70-99_0_0_all","OTB","24<40",13970,19,NA,"OTB_CRU"
"1081","BEL",2014,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","10<24",442,2,NA,"TBB_DEF"
"1082","BEL",2014,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","24<40",21572,24,NA,"TBB_DEF"
"1083","BEL",2014,"27.7.e","MIS_MIS_0_0_0_HC","MIS","24<40",8267,7,NA,"MIS_MIS"
"1084","BEL",2014,"27.7.e","OTB_CRU_70-99_0_0_all","OTB","24<40",5510,10,NA,"OTB_CRU"
"1085","BEL",2014,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","24<40",51338,49,NA,"TBB_DEF"
"1086","NLD",2015,"27.7.b","OTM_DEF","OTM",">=40",603841,91,NA,"OTM_DEF"
"1087","NLD",2015,"27.7.c","OTM_DEF","OTM",">=40",249851,34,NA,"OTM_DEF"
"1088","NLD",2015,"27.7.e","OTM_DEF","OTM",">=40",71771,21,NA,"OTM_DEF"
"1089","NLD",2015,"27.7.h","OTM_DEF","OTM",">=40",24803,6,NA,"OTM_DEF"
"1090","NLD",2015,"27.7.j","OTM_DEF","OTM",">=40",746127,106,NA,"OTM_DEF"
"1091","NLD",2015,"27.7.k","OTM_DEF","OTM",">=40",756681,62,NA,"OTM_DEF"
"1092","NLD",2015,"27.7.e","SSC_DEF_70-99_0_0","SSC","24<40",76991,105,NA,"SSC_DEF"
"1093","NLD",2015,"27.7.h","SSC_DEF_70-99_0_0","SSC","24<40",484,1,NA,"SSC_DEF"
"1094","NLD",2015,"27.7.c","OTM_DEF","OTM",">=40",8284,1,NA,"OTM_DEF"
"1095","NLD",2015,"27.7.j","OTM_DEF","OTM",">=40",62540,12,NA,"OTM_DEF"
"1096","NLD",2015,"27.7.e","SSC_DEF_70-99_0_0","SSC","24<40",8155,11,NA,"SSC_DEF"
"1097","NLD",2015,"27.7.e","OTM_DEF","OTM",">=40",31315,10,NA,"OTM_DEF"
"1098","NLD",2015,"27.7.b","OTM_DEF","OTM",">=40",419778,38,NA,"OTM_DEF"
"1099","NLD",2015,"27.7.c","OTM_DEF","OTM",">=40",30378,3,NA,"OTM_DEF"
"1100","NLD",2015,"27.7.e","OTM_DEF","OTM",">=40",227583,32,NA,"OTM_DEF"
"1101","NLD",2015,"27.7.f","OTM_DEF","OTM",">=40",3342,1,NA,"OTM_DEF"
"1102","NLD",2015,"27.7.g","OTM_DEF","OTM",">=40",73887,11,NA,"OTM_DEF"
"1103","NLD",2015,"27.7.h","OTM_DEF","OTM",">=40",10026,3,NA,"OTM_DEF"
"1104","NLD",2015,"27.7.e","SSC_DEF_70-99_0_0","SSC","24<40",6012,8,NA,"SSC_DEF"
"1105","BEL",2015,"27.7","MIS_MIS_0_0_0_HC","MIS","10<24",3504,16,"outFU","MIS_MIS"
"1106","BEL",2015,"27.7","MIS_MIS_0_0_0_HC","MIS","24<40",62593,53,"outFU","MIS_MIS"
"1107","BEL",2015,"27.7","GTR_DEF_all_0_0_all","GTR","10<24",1196,2,"outFU","GTR_DEF"
"1108","BEL",2015,"27.7","OTB_CRU_70-99_0_0_all","OTB","10<24",884,4,"outFU","OTB_CRU"
"1109","BEL",2015,"27.7","OTB_CRU_70-99_0_0_all","OTB","24<40",551,1,"outFU","OTB_CRU"
"1110","BEL",2015,"27.7.fghj","OTB_CRU_70-99_0_0_all","OTB","24<40",1653,3,"21","OTB_CRU"
"1111","BEL",2015,"27.7.g","OTB_CRU_70-99_0_0_all","OTB","24<40",12673,23,"22","OTB_CRU"
"1112","BEL",2015,"27.7","SSC_DEF_70-99_0_0_all","SSC","24<40",94218,88,"outFU","SSC_DEF"
"1113","BEL",2015,"27.7","TBB_DEF_70-99_0_0_all","TBB","10<24",128232,581,"outFU","TBB_DEF"
"1114","BEL",2015,"27.7","TBB_DEF_70-99_0_0_all","TBB","24<40",1712660,1659,"outFU","TBB_DEF"
"1115","BEL",2015,"27.7.agj","TBB_DEF_70-99_0_0_all","TBB","24<40",2400,2,"19","TBB_DEF"
"1116","BEL",2015,"27.7.fghj","TBB_DEF_70-99_0_0_all","TBB","24<40",45742,41,"21","TBB_DEF"
"1117","BEL",2015,"27.7.g","TBB_DEF_70-99_0_0_all","TBB","24<40",59019,55,"22","TBB_DEF"
"1118","BEL",2015,"27.7","MIS_MIS_0_0_0_HC","MIS","24<40",62593,53,"outFU","MIS_MIS"
"1119","BEL",2015,"27.7","GTR_DEF_all_0_0_all","GTR","10<24",4186,7,"outFU","GTR_DEF"
"1120","BEL",2015,"27.7","OTB_CRU_70-99_0_0_all","OTB","24<40",22254,20,"outFU","OTB_CRU"
"1121","BEL",2015,"27.7.fghj","OTB_CRU_70-99_0_0_all","OTB","24<40",1102,2,"21","OTB_CRU"
"1122","BEL",2015,"27.7.g","OTB_CRU_70-99_0_0_all","OTB","24<40",45085,71,"22","OTB_CRU"
"1123","BEL",2015,"27.7","SSC_DEF_70-99_0_0_all","SSC","24<40",20477,20,"outFU","SSC_DEF"
"1124","BEL",2015,"27.7","TBB_DEF_70-99_0_0_all","TBB","10<24",43684,198,"outFU","TBB_DEF"
"1125","BEL",2015,"27.7","TBB_DEF_70-99_0_0_all","TBB","24<40",832999,813,"outFU","TBB_DEF"
"1126","BEL",2015,"27.7.fghj","TBB_DEF_70-99_0_0_all","TBB","24<40",2400,2,"21","TBB_DEF"
"1127","BEL",2015,"27.7.g","TBB_DEF_70-99_0_0_all","TBB","24<40",262944,253,"22","TBB_DEF"
"1128","BEL",2015,"27.7","MIS_MIS_0_0_0_HC","MIS","24<40",27163,23,"outFU","MIS_MIS"
"1129","BEL",2015,"27.7","GTR_DEF_all_0_0_all","GTR","10<24",2392,4,"outFU","GTR_DEF"
"1130","BEL",2015,"27.7","OTB_CRU_70-99_0_0_all","OTB","24<40",44051,49,"outFU","OTB_CRU"
"1131","BEL",2015,"27.7.g","OTB_CRU_70-99_0_0_all","OTB","24<40",60990,65,"22","OTB_CRU"
"1132","BEL",2015,"27.7","SSC_DEF_100-119_0_0_all","SSC","24<40",4778,5,"outFU","SSC_DEF"
"1133","BEL",2015,"27.7","SSC_DEF_70-99_0_0_all","SSC","24<40",3982,4,"outFU","SSC_DEF"
"1134","BEL",2015,"27.7","TBB_DEF_70-99_0_0_all","TBB","10<24",50167,227,"outFU","TBB_DEF"
"1135","BEL",2015,"27.7.g","TBB_DEF_70-99_0_0_all","TBB","10<24",1989,9,"22","TBB_DEF"
