ID,Country,Year,Quarter,IntercatchMetierTag,VesselLengthCategory,FDFVessel,Area,Species,Landings,Value,Discards
IE.2017.3.GNS_DEF_120-219_0_0_all.24<40m.27.7.j.HKE,IE,2017,3,GNS_DEF_120-219_0_0_all,24<40m,NA,27.7.j,HKE,9.33,36870.11,NA
IE.2017.3.GNS_DEF_120-219_0_0_all.24<40m.27.7.j.LIN,IE,2017,3,GNS_DEF_120-219_0_0_all,24<40m,NA,27.7.j,LIN,0.71,1453.9,NA
IE.2017.3.GNS_DEF_120-219_0_0_all.24<40m.27.7.j.POK,IE,2017,3,GNS_DEF_120-219_0_0_all,24<40m,NA,27.7.j,POK,14.49,18606.74,NA
IE.2017.3.GNS_DEF_120-219_0_0_all.24<40m.27.7.j.POL,IE,2017,3,GNS_DEF_120-219_0_0_all,24<40m,NA,27.7.j,POL,4.13,8272.15,NA
IE.2017.3.GNS_DEF_120-219_0_0_all.24<40m.27.7.j.WHG,IE,2017,3,GNS_DEF_120-219_0_0_all,24<40m,NA,27.7.j,WHG,0.73,1200.43,NA
IE.2017.3.LHP_DEF_0_0_0_all.10<24m.27.7.g.MAC,IE,2017,3,LHP_DEF_0_0_0_all,10<24m,NA,27.7.g,MAC,0.03,41.1,NA
IE.2017.3.LHP_DEF_0_0_0_all.10<24m.27.7.j.LIN,IE,2017,3,LHP_DEF_0_0_0_all,10<24m,NA,27.7.j,LIN,0.03,47.63,NA
IE.2017.3.LHP_DEF_0_0_0_all.10<24m.27.7.j.MAC,IE,2017,3,LHP_DEF_0_0_0_all,10<24m,NA,27.7.j,MAC,0.9,783.12,NA
IE.2017.3.LHP_DEF_0_0_0_all.10<24m.27.7.j.POK,IE,2017,3,LHP_DEF_0_0_0_all,10<24m,NA,27.7.j,POK,2.53,3120.73,NA
IE.2017.3.LHP_SPF_0_0_0_all.10<24m.27.7.b.MAC,IE,2017,3,LHP_SPF_0_0_0_all,10<24m,NA,27.7.b,MAC,1.76,1284.8,NA
IE.2017.3.LLS_FIF_0_0_0_all.10<24m.27.7.g.PAL,IE,2017,3,LLS_FIF_0_0_0_all,10<24m,NA,27.7.g,PAL,0.04,720,NA
IE.2017.3.LLS_FIF_0_0_0_all.10<24m.27.7.g.POL,IE,2017,3,LLS_FIF_0_0_0_all,10<24m,NA,27.7.g,POL,0.42,768.92,NA
IE.2017.3.LLS_FIF_0_0_0_all.10<24m.27.7.j.COD,IE,2017,3,LLS_FIF_0_0_0_all,10<24m,NA,27.7.j,COD,0.02,52.05,NA
IE.2017.3.LLS_FIF_0_0_0_all.10<24m.27.7.j.POL,IE,2017,3,LLS_FIF_0_0_0_all,10<24m,NA,27.7.j,POL,3.25,5969.85,NA
IE.2017.3.NA.10<24m.27.6.a.CRW,IE,2017,3,NA,10<24m,NA,27.6.a,CRW,0.05,1416.34,NA
IE.2017.3.NA.10<24m.27.7.a.MIX,IE,2017,3,NA,10<24m,NA,27.7.a,MIX,0.08,132.14,NA
IE.2017.3.NA.10<24m.27.7.a.QSC,IE,2017,3,NA,10<24m,NA,27.7.a,QSC,1.04,1231.65,NA
IE.2017.3.NA.10<24m.27.7.j.ANF,IE,2017,3,NA,10<24m,NA,27.7.j,ANF,0.03,106.67,NA
IE.2017.3.NA.10<24m.27.7.j.LEZ,IE,2017,3,NA,10<24m,NA,27.7.j,LEZ,0.03,67.81,NA
IE.2017.3.NA.10<24m.27.7.j.MIX,IE,2017,3,NA,10<24m,NA,27.7.j,MIX,0.01,17.78,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.10<24m.27.7.b.ANF,IE,2017,3,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.b,ANF,0.24,795.5,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.10<24m.27.7.b.HKE,IE,2017,3,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.b,HKE,0.09,239.12,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.10<24m.27.7.b.LEZ,IE,2017,3,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.b,LEZ,0.07,188.53,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.10<24m.27.7.c.ANF,IE,2017,3,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.c,ANF,1.76,6004.17,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.10<24m.27.7.c.HKE,IE,2017,3,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.c,HKE,0.11,288.09,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.10<24m.27.7.c.LEZ,IE,2017,3,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.c,LEZ,0.17,429.3,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.10<24m.27.7.g.ANF,IE,2017,3,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.g,ANF,5.82,17686.38,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.10<24m.27.7.g.COD,IE,2017,3,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.g,COD,4.33,12355.21,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.10<24m.27.7.g.HAD,IE,2017,3,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.g,HAD,8.94,16714.1,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.10<24m.27.7.g.HKE,IE,2017,3,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.g,HKE,6.56,13176.28,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.10<24m.27.7.g.JOD,IE,2017,3,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.g,JOD,0.43,2464.13,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.10<24m.27.7.g.LEM,IE,2017,3,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.g,LEM,0.22,609.77,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.10<24m.27.7.g.LEZ,IE,2017,3,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.g,LEZ,1.56,4332.46,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.10<24m.27.7.g.LIN,IE,2017,3,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.g,LIN,0.73,1052.48,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.10<24m.27.7.g.MIX,IE,2017,3,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.g,MIX,0.23,506.08,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.10<24m.27.7.g.PLE,IE,2017,3,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.g,PLE,0.16,285.12,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.10<24m.27.7.g.POL,IE,2017,3,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.g,POL,0.28,485.52,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.10<24m.27.7.g.SOL,IE,2017,3,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.g,SOL,0.17,1551.02,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.10<24m.27.7.g.WHG,IE,2017,3,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.g,WHG,21.46,30069.72,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.10<24m.27.7.g.WIT,IE,2017,3,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.g,WIT,2.04,3411.84,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.10<24m.27.7.j.ANF,IE,2017,3,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.j,ANF,0.09,394.05,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.10<24m.27.7.j.BLL,IE,2017,3,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.j,BLL,0.04,271.6,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.10<24m.27.7.j.LEZ,IE,2017,3,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.j,LEZ,0.49,1407.21,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.10<24m.27.7.j.MAC,IE,2017,3,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.j,MAC,0.12,13.31,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.10<24m.27.7.j.MIX,IE,2017,3,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.j,MIX,0.1,221.48,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.10<24m.27.7.j.SOL,IE,2017,3,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.j,SOL,0.06,571.02,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.10<24m.27.7.j.TUR,IE,2017,3,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.j,TUR,0.05,480.48,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.10<24m.27.7.j.WIT,IE,2017,3,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.j,WIT,0.07,112,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.10<24m.27.7.k.ANF,IE,2017,3,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.k,ANF,3.23,11857.42,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.10<24m.27.7.k.HKE,IE,2017,3,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.k,HKE,1.7,6171.89,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.10<24m.27.7.k.LEZ,IE,2017,3,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.k,LEZ,2.09,6086.16,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.10<24m.27.7.k.LIN,IE,2017,3,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.k,LIN,0.34,663,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.10<24m.27.7.k.POL,IE,2017,3,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.k,POL,0.12,232.05,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.10<24m.27.7.k.WIT,IE,2017,3,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.k,WIT,0.62,939.18,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.24<40m.27.7.b.ANF,IE,2017,3,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.b,ANF,0.3,989.33,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.24<40m.27.7.b.HAD,IE,2017,3,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.b,HAD,0.2,346.5,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.24<40m.27.7.b.HKE,IE,2017,3,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.b,HKE,0.27,747.24,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.24<40m.27.7.b.LEZ,IE,2017,3,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.b,LEZ,0.38,956.14,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.24<40m.27.7.b.LIN,IE,2017,3,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.b,LIN,0.04,77.35,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.24<40m.27.7.b.MIX,IE,2017,3,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.b,MIX,0.08,72,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.24<40m.27.7.b.WHG,IE,2017,3,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.b,WHG,0.17,253.4,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.24<40m.27.7.b.WIT,IE,2017,3,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.b,WIT,0.15,223.99,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.24<40m.27.7.c.ANF,IE,2017,3,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.c,ANF,1.17,3983.33,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.24<40m.27.7.c.HAD,IE,2017,3,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.c,HAD,0.08,138.6,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.24<40m.27.7.c.HKE,IE,2017,3,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.c,HKE,0.08,207.9,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.24<40m.27.7.c.WHG,IE,2017,3,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.c,WHG,0.04,63.35,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.24<40m.27.7.c.WIT,IE,2017,3,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.c,WIT,0.04,56,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.24<40m.27.7.g.ANF,IE,2017,3,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.g,ANF,1.66,5034.79,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.24<40m.27.7.g.COD,IE,2017,3,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.g,COD,1.05,3006.88,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.24<40m.27.7.g.HAD,IE,2017,3,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.g,HAD,0.85,1596.13,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.24<40m.27.7.g.HKE,IE,2017,3,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.g,HKE,1.09,2191.84,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.24<40m.27.7.g.JOD,IE,2017,3,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.g,JOD,0.08,450.36,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.24<40m.27.7.g.LEZ,IE,2017,3,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.g,LEZ,2,5551.42,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.24<40m.27.7.g.LIN,IE,2017,3,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.g,LIN,0.04,57.47,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.24<40m.27.7.g.MIX,IE,2017,3,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.g,MIX,0.19,426.64,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.24<40m.27.7.g.PLE,IE,2017,3,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.g,PLE,0.08,134.71,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.24<40m.27.7.g.SOL,IE,2017,3,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.g,SOL,0.12,1059.04,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.24<40m.27.7.g.TUR,IE,2017,3,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.g,TUR,0.03,303.55,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.24<40m.27.7.g.WHG,IE,2017,3,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.g,WHG,1.81,2539.14,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.24<40m.27.7.g.WIT,IE,2017,3,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.g,WIT,0.57,951.03,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.24<40m.27.7.j.ANF,IE,2017,3,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.j,ANF,0.05,222,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.24<40m.27.7.k.ANF,IE,2017,3,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.k,ANF,2.67,9811.2,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.24<40m.27.7.k.HKE,IE,2017,3,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.k,HKE,1.67,6057.58,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.24<40m.27.7.k.LEZ,IE,2017,3,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.k,LEZ,1.41,4096.46,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.24<40m.27.7.k.LIN,IE,2017,3,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.k,LIN,0.08,154.7,NA
IE.2017.3.OTB_CRU_100-119_0_0_all.24<40m.27.7.k.WIT,IE,2017,3,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.k,WIT,0.26,391.99,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.6.a.BLL,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.6.a,BLL,0.04,183.92,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.6.a.LBE,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.6.a,LBE,0.08,1237.6,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.6.a.SOL,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.6.a,SOL,0.03,340.36,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.a.ANF,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.a,ANF,18.6,57365.92,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.a.BLL,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.a,BLL,0.58,3731.1,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.a.COD,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.a,COD,9.41,25538.97,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.a.HAD,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.a,HAD,14,26882.19,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.a.HKE,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.a,HKE,0.05,103.05,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.a.LEZ,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.a,LEZ,0.03,60.16,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.a.MIX,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.a,MIX,1.4,2188.9,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.a.OCT,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.a,OCT,0.04,92,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.a.PLE,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.a,PLE,0.42,775.99,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.a.POK,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.a,POK,0.1,117.6,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.a.POL,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.a,POL,1.3,3105.52,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.a.RJA,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.a,RJA,1.31,2384.13,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.a.SOL,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.a,SOL,1.82,23347.76,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.a.TUR,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.a,TUR,0.48,4502.61,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.a.WIT,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.a,WIT,3.19,5319.78,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.b.ANF,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.b,ANF,1.15,3487.09,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.b.BLL,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.b,BLL,0.18,704.18,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.b.HKE,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.b,HKE,0.12,226.17,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.b.LEZ,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.b,LEZ,1.28,2698.74,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.b.LIN,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.b,LIN,0.07,103.2,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.b.MIX,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.b,MIX,0.07,173.32,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.b.RJA,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.b,RJA,0.33,414.31,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.b.SOL,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.b,SOL,0.68,5779.82,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.b.TUR,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.b,TUR,0.06,764.92,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.c.ANF,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.c,ANF,5.69,19000.78,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.c.HKE,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.c,HKE,0.26,458.52,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.c.LEZ,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.c,LEZ,0.03,65.25,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.g.ANF,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.g,ANF,13.86,42284.56,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.g.BLL,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.g,BLL,0.14,906.23,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.g.COD,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.g,COD,16.78,46227.41,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.g.COE,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.g,COE,0.01,10.4,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.g.HAD,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.g,HAD,18.01,33326.77,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.g.HKE,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.g,HKE,8.88,18012.65,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.g.JOD,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.g,JOD,0.15,772.41,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.g.LBE,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.g,LBE,0.04,560,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.g.LEM,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.g,LEM,0.39,1087.56,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.g.LEZ,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.g,LEZ,2.57,7312.24,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.g.LIN,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.g,LIN,1.99,2459.65,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.g.MIX,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.g,MIX,1.53,3224.58,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.g.PLE,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.g,PLE,0.25,428.24,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.g.POK,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.g,POK,0.04,54,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.g.POL,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.g,POL,0.89,1600.63,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.g.PRA,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.g,PRA,0.55,1721.5,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.g.RJA,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.g,RJA,0.24,293.75,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.g.SOL,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.g,SOL,0.6,6100.06,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.g.TUR,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.g,TUR,0.28,2581.92,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.g.WHG,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.g,WHG,14.59,19798.53,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.g.WIT,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.g,WIT,2.51,4255.92,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.j.ANF,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.j,ANF,2.35,8638.67,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.j.BLL,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.j,BLL,0.16,898.46,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.j.HAD,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.j,HAD,0.07,150.4,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.j.HKE,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.j,HKE,0.14,350.49,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.j.JOD,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.j,JOD,0.01,42.06,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.j.LEM,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.j,LEM,0.05,121.26,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.j.LEZ,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.j,LEZ,1.44,3796.89,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.j.MIX,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.j,MIX,0.4,1043,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.j.PLE,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.j,PLE,0.06,72.39,NA
IE.2017.3.OTB_CRU_70-99_0_0_all.10<24m.27.7.j.RJA,IE,2017,3,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.j,RJA,0.4,540.31,NA
