ID,Country,Year,Quarter,IntercatchMetierTag,VesselLengthCategory,FDFVessel,Area,Species,Landings,Value,Discards
IE.2017.1.MIS_MIS_0_0_0_all.<10m.27.7.j.LIN,IE,2017,1,MIS_MIS_0_0_0_all,<10m,NA,27.7.j,LIN,0.33,514.15,NA
IE.2017.1.MIS_MIS_0_0_0_all.<10m.27.7.j.LIO,IE,2017,1,MIS_MIS_0_0_0_all,<10m,NA,27.7.j,LIO,0.39,605.91,NA
IE.2017.1.MIS_MIS_0_0_0_all.<10m.27.7.j.MAC,IE,2017,1,MIS_MIS_0_0_0_all,<10m,NA,27.7.j,MAC,2.79,2975.99,NA
IE.2017.1.MIS_MIS_0_0_0_all.<10m.27.7.j.POK,IE,2017,1,MIS_MIS_0_0_0_all,<10m,NA,27.7.j,POK,4.2,5619.28,NA
IE.2017.1.MIS_MIS_0_0_0_all.<10m.27.7.j.SCR,IE,2017,1,MIS_MIS_0_0_0_all,<10m,NA,27.7.j,SCR,0.03,NA,NA
IE.2017.1.MIS_MIS_0_0_0_all.<10m.NA.LBE,IE,2017,1,MIS_MIS_0_0_0_all,<10m,NA,NA,LBE,0.25,NA,NA
IE.2017.1.MIS_MIS_0_0_0_all.<10m.NA.SQU,IE,2017,1,MIS_MIS_0_0_0_all,<10m,NA,NA,SQU,0.3,NA,NA
IE.2017.1.MIS_MIS_0_0_0_HC.<10m.27.6.a.POL,IE,2017,1,MIS_MIS_0_0_0_HC,<10m,NA,27.6.a,POL,2.92,6287.58,NA
IE.2017.1.MIS_MIS_0_0_0_HC.<10m.27.7.j.COD,IE,2017,1,MIS_MIS_0_0_0_HC,<10m,NA,27.7.j,COD,0.13,348,NA
IE.2017.1.MIS_MIS_0_0_0_HC.<10m.27.7.j.POL,IE,2017,1,MIS_MIS_0_0_0_HC,<10m,NA,27.7.j,POL,8.46,19340.04,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.10<24m.27.7.b.ANF,IE,2017,1,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.b,ANF,1.75,5355.73,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.10<24m.27.7.b.HAD,IE,2017,1,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.b,HAD,0.07,165.12,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.10<24m.27.7.b.LEZ,IE,2017,1,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.b,LEZ,0.02,64.03,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.10<24m.27.7.b.WIT,IE,2017,1,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.b,WIT,0.04,60.8,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.10<24m.27.7.c.ANF,IE,2017,1,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.c,ANF,0.92,2887.88,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.10<24m.27.7.g.ANF,IE,2017,1,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.g,ANF,8.85,26210.92,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.10<24m.27.7.g.COD,IE,2017,1,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.g,COD,2.08,5479.9,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.10<24m.27.7.g.COE,IE,2017,1,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.g,COE,0.22,24.64,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.10<24m.27.7.g.HAD,IE,2017,1,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.g,HAD,3.95,6698.26,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.10<24m.27.7.g.HKE,IE,2017,1,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.g,HKE,2.22,5494.15,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.10<24m.27.7.g.JOD,IE,2017,1,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.g,JOD,0.51,2788.55,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.10<24m.27.7.g.LEM,IE,2017,1,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.g,LEM,0.12,389.41,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.10<24m.27.7.g.LEZ,IE,2017,1,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.g,LEZ,4.57,13001.68,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.10<24m.27.7.g.LIN,IE,2017,1,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.g,LIN,1.32,2094.14,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.10<24m.27.7.g.MIX,IE,2017,1,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.g,MIX,0.32,668.3,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.10<24m.27.7.g.PLE,IE,2017,1,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.g,PLE,0.13,239.66,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.10<24m.27.7.g.POL,IE,2017,1,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.g,POL,0.02,39.27,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.10<24m.27.7.g.RJA,IE,2017,1,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.g,RJA,0.16,236.52,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.10<24m.27.7.g.SOL,IE,2017,1,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.g,SOL,0.09,791.94,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.10<24m.27.7.g.SQU,IE,2017,1,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.g,SQU,0.21,945,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.10<24m.27.7.g.TUR,IE,2017,1,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.g,TUR,0.13,1304.09,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.10<24m.27.7.g.WHG,IE,2017,1,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.g,WHG,0.25,335.23,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.10<24m.27.7.g.WIT,IE,2017,1,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.g,WIT,0.41,826.59,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.10<24m.27.7.h.ANF,IE,2017,1,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.h,ANF,9.96,29314.01,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.10<24m.27.7.h.COD,IE,2017,1,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.h,COD,2.24,5869.27,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.10<24m.27.7.h.HAD,IE,2017,1,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.h,HAD,3.56,5949.97,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.10<24m.27.7.h.HKE,IE,2017,1,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.h,HKE,2.37,5422.11,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.10<24m.27.7.h.JOD,IE,2017,1,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.h,JOD,0.21,1177.87,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.10<24m.27.7.h.LEZ,IE,2017,1,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.h,LEZ,7.29,18732.9,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.10<24m.27.7.h.LIN,IE,2017,1,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.h,LIN,0.63,928.8,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.10<24m.27.7.h.PLE,IE,2017,1,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.h,PLE,0.1,180.79,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.10<24m.27.7.h.SOL,IE,2017,1,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.h,SOL,0.13,1113.11,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.10<24m.27.7.h.WIT,IE,2017,1,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.h,WIT,0.93,1656.84,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.10<24m.27.7.j.ANF,IE,2017,1,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.j,ANF,0.11,270.9,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.10<24m.27.7.j.LEZ,IE,2017,1,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.j,LEZ,0.05,159.96,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.10<24m.27.7.j.MIX,IE,2017,1,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.j,MIX,0.13,282.5,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.10<24m.27.7.j.POL,IE,2017,1,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.j,POL,0.04,131.95,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.10<24m.27.7.j.RJA,IE,2017,1,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.j,RJA,0.16,232,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.10<24m.27.7.j.SOL,IE,2017,1,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.j,SOL,0.2,1899.13,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.10<24m.27.7.j.TUR,IE,2017,1,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.j,TUR,0.04,443.82,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.10<24m.27.7.j.WHG,IE,2017,1,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.j,WHG,0.42,718.42,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.10<24m.27.7.k.ANF,IE,2017,1,OTB_CRU_100-119_0_0_all,10<24m,NA,27.7.k,ANF,4.03,11728.75,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.24<40m.27.7.c.ANF,IE,2017,1,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.c,ANF,0.91,2849.68,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.24<40m.27.7.g.ANF,IE,2017,1,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.g,ANF,12.15,36014.88,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.24<40m.27.7.g.COD,IE,2017,1,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.g,COD,4.01,10546.23,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.24<40m.27.7.g.HAD,IE,2017,1,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.g,HAD,3.96,6714.14,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.24<40m.27.7.g.HKE,IE,2017,1,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.g,HKE,3.51,8698.15,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.24<40m.27.7.g.JOD,IE,2017,1,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.g,JOD,0.93,5077.37,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.24<40m.27.7.g.LEZ,IE,2017,1,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.g,LEZ,10.45,29763.83,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.24<40m.27.7.g.LIN,IE,2017,1,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.g,LIN,1.44,2282.38,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.24<40m.27.7.g.MIX,IE,2017,1,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.g,MIX,0.34,711.98,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.24<40m.27.7.g.PLE,IE,2017,1,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.g,PLE,0.04,62.77,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.24<40m.27.7.g.SOL,IE,2017,1,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.g,SOL,0.16,1450.3,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.24<40m.27.7.g.TUR,IE,2017,1,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.g,TUR,0.07,646.66,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.24<40m.27.7.g.WIT,IE,2017,1,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.g,WIT,1.89,3816.85,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.24<40m.27.7.h.ANF,IE,2017,1,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.h,ANF,11.79,34694.71,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.24<40m.27.7.h.COD,IE,2017,1,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.h,COD,2.06,5397.52,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.24<40m.27.7.h.HAD,IE,2017,1,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.h,HAD,3.97,6619.75,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.24<40m.27.7.h.HKE,IE,2017,1,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.h,HKE,2.78,6372.82,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.24<40m.27.7.h.JOD,IE,2017,1,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.h,JOD,0.12,659.35,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.24<40m.27.7.h.LEZ,IE,2017,1,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.h,LEZ,8.82,22687.71,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.24<40m.27.7.h.LIN,IE,2017,1,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.h,LIN,0.4,592.43,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.24<40m.27.7.h.MIX,IE,2017,1,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.h,MIX,0.04,84.7,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.24<40m.27.7.h.SOL,IE,2017,1,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.h,SOL,0.11,951.53,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.24<40m.27.7.h.WIT,IE,2017,1,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.h,WIT,0.99,1754.18,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.24<40m.27.7.k.ANF,IE,2017,1,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.k,ANF,3.96,11519.03,NA
IE.2017.1.OTB_CRU_100-119_0_0_all.24<40m.27.7.k.HKE,IE,2017,1,OTB_CRU_100-119_0_0_all,24<40m,NA,27.7.k,HKE,0.17,567,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.a.ANF,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.a,ANF,12.17,37428.59,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.a.COD,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.a,COD,4.73,12698.85,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.a.GUR,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.a,GUR,0.04,43.2,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.a.GUX,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.a,GUX,0.12,129.15,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.a.HAD,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.a,HAD,2.84,4827.33,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.a.HKE,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.a,HKE,0.04,78.01,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.a.JOD,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.a,JOD,0.04,175,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.a.LEM,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.a,LEM,0.03,99.3,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.a.LIN,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.a,LIN,0.25,334.57,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.a.MIX,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.a,MIX,1.64,2515.68,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.a.PLE,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.a,PLE,1.83,3063.91,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.a.POL,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.a,POL,0.43,1192.76,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.a.RJA,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.a,RJA,4.12,7444.38,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.a.SOL,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.a,SOL,0.04,439.38,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.a.TUR,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.a,TUR,0.16,1450.17,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.a.WIT,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.a,WIT,0.11,168.98,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.b.ANF,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.b,ANF,9.3,28842.08,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.b.BLL,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.b,BLL,0.13,683.2,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.b.COD,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.b,COD,0.33,958.37,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.b.HAD,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.b,HAD,4.69,7673.96,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.b.HKE,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.b,HKE,0.78,1697.98,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.b.JOD,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.b,JOD,0.31,1572.93,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.b.LEM,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.b,LEM,0.05,113.74,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.b.LEZ,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.b,LEZ,1.58,4765.64,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.b.LIN,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.b,LIN,0.11,176.42,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.b.MIX,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.b,MIX,0.07,244.72,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.b.PLE,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.b,PLE,0.19,204.03,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.b.POL,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.b,POL,0.06,102.06,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.b.RJA,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.b,RJA,3.7,4554.38,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.b.SOL,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.b,SOL,0.53,3404.83,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.b.SQC,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.b,SQC,0.02,105.26,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.b.TUR,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.b,TUR,0.13,1012.33,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.b.WHG,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.b,WHG,1.51,1937.06,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.b.WIT,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.b,WIT,0.81,1103.78,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.c.ANF,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.c,ANF,9.09,28758.32,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.c.HKE,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.c,HKE,0.81,2210.05,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.c.LEZ,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.c,LEZ,0.06,188.54,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.c.LIN,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.c,LIN,0.08,128.94,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.c.WIT,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.c,WIT,0.07,91.7,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.g.ANF,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.g,ANF,22.16,67104.52,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.g.BLL,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.g,BLL,0.02,155.98,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.g.COD,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.g,COD,11.69,31220.05,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.g.HAD,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.g,HAD,20.13,34498.57,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.g.HKE,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.g,HKE,2.01,4450.64,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.g.JOD,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.g,JOD,1.31,5966.7,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.g.LEM,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.g,LEM,0.16,464.23,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.g.LEZ,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.g,LEZ,1.87,5370.18,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.g.LIN,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.g,LIN,5.8,7778.4,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.g.MIX,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.g,MIX,1.15,2329.34,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.g.PLE,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.g,PLE,0.09,155.51,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.g.POL,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.g,POL,2.08,5020.79,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.g.RJA,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.g,RJA,1.94,3205.3,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.g.SOL,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.g,SOL,0.9,9832.88,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.g.TUR,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.g,TUR,0.8,7556.9,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.g.WHG,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.g,WHG,2.12,2589.91,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.g.WIT,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.g,WIT,0.79,1523.25,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.h.ANF,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.h,ANF,1.2,3720.7,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.h.COD,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.h,COD,0.51,1373.6,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.h.HAD,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.h,HAD,1.07,1903.07,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.h.HKE,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.h,HKE,0.12,239.92,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.h.LEZ,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.h,LEZ,0.96,2493.72,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.h.WIT,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.h,WIT,0.15,234.05,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.j.ANF,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.j,ANF,1.45,4166.01,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.j.BLL,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.j,BLL,0.01,41.52,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.j.COD,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.j,COD,0.01,16.45,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.j.HAD,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.j,HAD,0.38,537.72,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.j.JOD,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.j,JOD,0.06,341.85,NA
IE.2017.1.OTB_CRU_70-99_0_0_all.10<24m.27.7.j.LEM,IE,2017,1,OTB_CRU_70-99_0_0_all,10<24m,NA,27.7.j,LEM,0.04,167.28,NA
